Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Extrair: /wiki/Brasil,60,0,4003.479152000182,4008.839165100047,4003.479152000182,4076.509435000844,2857.0,0.19410403400166187,0.0,4000,4000,4000,4000,4000,4000,4000,4100,4100,4100,4100
GET,Extrair: /wiki/Docker_(software),50,0,4003.413010999793,4006.133957999936,4003.413010999793,4014.166664000186,2879.0,0.16175336166805154,0.0,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
GET,Extrair: /wiki/Fortaleza,50,0,4003.560894000657,4006.771111019951,4003.560894000657,4054.068766000455,2863.0,0.16175336166805154,0.0,4000,4000,4000,4000,4000,4000,4100,4100,4100,4100,4100
GET,Extrair: /wiki/Inteligência_artificial,50,0,4003.6057190000065,4006.374571520028,4003.6057190000065,4012.58883599985,2893.0,0.16175336166805154,0.0,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
GET,Extrair: /wiki/Locust_(software),50,0,4003.5565879998103,4005.9207191200417,4003.5565879998103,4010.674379000193,2879.0,0.16175336166805154,0.0,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
GET,Extrair: /wiki/PHP,50,0,4003.337272999488,4005.7988299799395,4003.337272999488,4018.7721960001,2851.0,0.16175336166805154,0.0,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
GET,Extrair: /wiki/Portugal,53,0,4003.5091629997623,4005.103699339669,4003.5091629997623,4010.345251999752,2861.0,0.17145856336813464,0.0,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
GET,Extrair: /wiki/Python_(linguagem_de_programação),50,0,4003.355683999871,4005.358755260076,4003.355683999871,4009.5747989998927,2915.0,0.16175336166805154,0.0,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
GET,Extrair: /wiki/Redis,50,0,4003.40761499956,4006.4314986800136,4003.40761499956,4018.6878929998784,2855.0,0.16175336166805154,0.0,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
GET,Extrair: /wiki/Ruby_(linguagem_de_programação),50,0,4003.677988999698,4005.809204080052,4003.677988999698,4017.604184999982,2911.0,0.16175336166805154,0.0,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
,Aggregated,513,0,4003.337272999488,4006.297813555571,4003.337272999488,4076.509435000844,2875.9317738791424,1.659589490714209,0.0,4000,4000,4000,4000,4000,4000,4000,4000,4100,4100,4100
